id,text,foot_notes
181,Inna allatheena yaktumoona maanzala Allahu mina alkitabi wayashtaroona bihithamanan qaleelan ola-ika ma ya/kuloona fee butoonihimilla annara wala yukallimuhumu Allahuyawma alqiyamati wala yuzakkeehim walahum AAathabunaleem,
182,Ola-ika allatheena ishtarawooaddalalata bilhuda walAAathababilmaghfirati fama asbarahum AAala annar,
183,Thalika bi-anna Allahanazzala alkitaba bilhaqqi wa-inna allatheenaikhtalafoo fee alkitabi lafee shiqaqin baAAeed,
184,Laysa albirra an tuwalloo wujoohakum qibalaalmashriqi walmaghribi walakinna albirra man amanabillahi walyawmi al-akhiri walmala-ikatiwalkitabi wannabiyyeena waataalmala AAala hubbihi thawee alqurbawalyatama walmasakeena wabnaalssabeeli wassa-ileena wafee arriqabiwaaqama assalata waataazzakata walmoofoona biAAahdihim ithaAAahadoo wassabireena fee alba/sa-iwaddarra-i waheena alba/si ola-ikaallatheena sadaqoo waola-ika humualmuttaqoon,
185,Ya ayyuha allatheena amanookutiba AAalaykumu alqisasu fee alqatla alhurrubilhurri walAAabdu bilAAabdi walonthabilontha faman AAufiya lahu min akheehi shay-on fattibaAAunbilmaAAroofi waadaon ilayhi bi-ihsaninthalika takhfeefun min rabbikum warahmatun famaniiAAtada baAAda thalika falahu AAathabunaleem,
186,Walakum fee alqisasi hayatunya olee al-albabi laAAallakum tattaqoon,
187,Kutiba AAalaykum itha hadaraahadakumu almawtu in taraka khayran alwasiyyatulilwalidayni wal-aqrabeena bilmaAAroofi haqqanAAala almuttaqeen,
188,Faman baddalahu baAAda ma samiAAahufa-innama ithmuhu AAala allatheenayubaddiloonahu inna Allaha sameeAAun AAaleem,
189,Faman khafa min moosinjanafan aw ithman faaslaha baynahum falaithma AAalayhi inna Allaha ghafoorun raheem,
190,Ya ayyuha allatheena amanookutiba AAalaykumu assiyamu kamakutiba AAala allatheena min qablikum laAAallakumtattaqoon,
191,Ayyaman maAAdoodatin faman kanaminkum mareedan aw AAala safarin faAAiddatun minayyamin okhara waAAala allatheena yuteeqoonahufidyatun taAAamu miskeenin faman tatawwaAAakhayran fahuwa khayrun lahu waan tasoomoo khayrun lakum inkuntum taAAlamoon,
192,Shahru ramadana allatheeonzila feehi alqur-anu hudan linnasiwabayyinatin mina alhuda walfurqanifaman shahida minkumu ashshahra falyasumhu waman kanamareedan aw AAala safarin faAAiddatun min ayyaminokhara yureedu Allahu bikumu alyusra wala yureedubikumu alAAusra walitukmiloo alAAiddata walitukabbiroo AllahaAAala ma hadakum walaAAallakum tashkuroon,
193,Wa-itha saalaka AAibadeeAAannee fa-innee qareebun ojeebu daAAwata addaAAiitha daAAani falyastajeeboo lee walyu/minoo beelaAAallahum yarshudoon,
194,Ohilla lakum laylata assiyamiarrafathu ila nisa-ikum hunna libasunlakum waantum libasun lahunna AAalima Allahuannakum kuntum takhtanoona anfusakum fatabaAAalaykum waAAafa AAankum fal-ana bashiroohunnawabtaghoo ma kataba Allahu lakum wakuloo washraboohatta yatabayyana lakumu alkhaytu al-abyadumina alkhayti al-aswadi mina alfajri thumma atimmoo assiyamaila allayli wala tubashiroohunna waantum AAakifoonafee almasajidi tilka hudoodu Allahi falataqrabooha kathalika yubayyinu Allahu ayatihilinnasi laAAallahum yattaqoon,
195,Wala ta/kuloo amwalakumbaynakum bilbatili watudloo biha ilaalhukkami lita/kuloo fareeqan min amwali annasibil-ithmi waantum taAAlamoon,
196,Yas-aloonaka AAani al-ahillati qul hiya mawaqeetulinnasi walhajji walaysa albirrubi-an ta/too albuyoota min thuhooriha walakinnaalbirra mani ittaqa wa/too albuyoota min abwabihawattaqoo Allaha laAAallakum tuflihoon,
197,Waqatiloo fee sabeeli Allahiallatheena yuqatiloonakum wala taAAtadooinna Allaha la yuhibbu almuAAtadeen,
198,Waqtuloohum haythuthaqiftumoohum waakhrijoohum min haythu akhrajookum walfitnatuashaddu mina alqatli wala tuqatiloohum AAindaalmasjidi alharami hatta yuqatilookumfeehi fa-in qatalookum faqtuloohum kathalikajazao alkafireen,
199,Fa-ini intahaw fa-inna Allahaghafoorun raheem,
200,Waqatiloohum hatta latakoona fitnatun wayakoona addeenu lillahi fa-iniintahaw fala AAudwana illa AAala aththalimeen,
201,Ashshahru alharamu bishshahrialharami walhurumatu qisasunfamani iAAtada AAalaykum faAAtadoo AAalayhibimithli ma iAAtada AAalaykum wattaqoo AllahawaAAlamoo anna Allaha maAAa almuttaqeen,
202,Waanfiqoo fee sabeeli Allahi walatulqoo bi-aydeekum ila attahlukati waahsinooinna Allaha yuhibbu almuhsineen,
203,Waatimmoo alhajja walAAumratalillahi fa-in ohsirtum fama istaysara minaalhadyi wala tahliqoo ruoosakum hattayablugha alhadyu mahillahu faman kana minkum mareedanaw bihi athan min ra/sihi fafidyatun min siyaminaw sadaqatin aw nusukin fa-itha amintum famantamattaAAa bilAAumrati ila alhajji famaistaysara mina alhadyi faman lam yajid fasiyamuthalathati ayyamin fee alhajji wasabAAatin itharajaAAtum tilka AAasharatun kamilatun thalika limanlam yakun ahluhu hadiree almasjidi alharamiwattaqoo Allaha waAAlamoo anna Allahashadeedu alAAiqab,
204,Alhajju ashhurun maAAloomatunfaman farada feehinna alhajja fala rafathawala fusooqa wala jidala fee alhajjiwama tafAAaloo min khayrin yaAAlamhu Allahuwatazawwadoo fa-inna khayra azzadi attaqwawattaqooni ya olee al-albab,
205,Laysa AAalaykum junahun an tabtaghoofadlan min rabbikum fa-itha afadtum minAAarafatin fathkuroo Allaha AAindaalmashAAari alharami wathkuroohu kamahadakum wa-in kuntum min qablihi lamina addalleen,
206,Thumma afeedoo min haythu afadaannasu wastaghfiroo Allaha inna Allahaghafoorun raheem,
207,Fa-itha qadaytum manasikakumfathkuroo Allaha kathikrikum abaakumaw ashadda thikran famina annasi manyaqoolu rabbana atina fee addunyawama lahu fee al-akhirati min khalaq,
208,Waminhum man yaqoolu rabbana atinafee addunya hasanatan wafee al-akhiratihasanatan waqina AAathaba annar,
209,Ola-ika lahum naseebun mimmakasaboo wallahu sareeAAu alhisab,
210,Wathkuroo Allaha feeayyamin maAAdoodatin faman taAAajjala fee yawmaynifala ithma AAalayhi waman taakhkhara fala ithmaAAalayhi limani ittaqa wattaqoo Allaha waAAlamooannakum ilayhi tuhsharoon,
211,Wamina annasi man yuAAjibukaqawluhu fee alhayati addunyawayushhidu Allaha AAala ma fee qalbihiwahuwa aladdu alkhisam,
212,Wa-itha tawalla saAAafee al-ardi liyufsida feeha wayuhlika alharthawannasla wallahu la yuhibbualfasad,
213,Wa-itha qeela lahu ittaqi Allahaakhathat-hu alAAizzatu bil-ithmi fahasbuhujahannamu walabi/sa almihad,
214,Wamina annasi man yashreenafsahu ibtighaa mardati Allahi wallahuraoofun bilAAibad,
215,Ya ayyuha allatheena amanooodkhuloo fee assilmi kaffatan walatattabiAAoo khutuwati ashshaytaniinnahu lakum AAaduwwun mubeen,
216,Fa-in zalaltum min baAAdi ma jaatkumualbayyinatu faAAlamoo anna Allaha AAazeezunhakeem,
217,Hal yanthuroona illaan ya/tiyahumu Allahu fee thulalin minaalghamami walmala-ikatu waqudiyaal-amru wa-ila Allahi turjaAAu al-omoor,
218,Sal banee isra-eela kam ataynahummin ayatin bayyinatin waman yubaddil niAAmata Allahimin baAAdi ma jaat-hu fa-inna Allahashadeedu alAAiqab,
219,Zuyyina lillatheena kafaroo alhayatuaddunya wayaskharoona mina allatheena amanoowallatheena ittaqaw fawqahum yawma alqiyamatiwallahu yarzuqu man yashao bighayri hisab,
220,Kana annasu ommatan wahidatanfabaAAatha Allahu annabiyyeena mubashshireenawamunthireena waanzala maAAahumu alkitaba bilhaqqiliyahkuma bayna annasi feemaikhtalafoo feehi wama ikhtalafa feehi illa allatheenaootoohu min baAAdi ma jaat-humu albayyinatubaghyan baynahum fahada Allahu allatheena amanoolima ikhtalafoo feehi mina alhaqqi bi-ithnihiwallahu yahdee man yashao ila siratinmustaqeem,
221,Am hasibtum an tadkhuloo aljannatawalamma ya/tikum mathalu allatheena khalaw minqablikum massat-humu alba/sao waddarraowazulziloo hatta yaqoola arrasoolu wallatheenaamanoo maAAahu mata nasru Allahi alainna nasra Allahi qareeb,
222,Yas-aloonaka matha yunfiqoona qul maanfaqtum min khayrin falilwalidayni wal-aqrabeenawalyatama walmasakeeni wabniassabeeli wama tafAAaloo min khayrin fa-inna Allahabihi AAaleem,
223,Kutiba AAalaykumu alqitalu wahuwakurhun lakum waAAasa an takrahoo shay-an wahuwa khayrunlakum waAAasa an tuhibboo shay-an wahuwa sharrunlakum wallahu yaAAlamu waantum lataAAlamoon,
224,Yas-aloonaka AAani ashshahri alharamiqitalin feehi qul qitalun feehi kabeerun wasaddunAAan sabeeli Allahi wakufrun bihi walmasjidi alharamiwa-ikhraju ahlihi minhu akbaru AAinda Allahi walfitnatuakbaru mina alqatli wala yazaloona yuqatiloonakumhatta yaruddookum AAan deenikum ini istataAAoowaman yartadid minkum AAan deenihi fayamut wahuwa kafirunfaola-ika habitat aAAmaluhum fee addunyawal-akhirati waola-ika as-habuannari hum feeha khalidoon,
225,Inna allatheena amanoo wallatheenahajaroo wajahadoo fee sabeeli Allahi ola-ikayarjoona rahmata Allahi wallahughafoorun raheem,
226,Yas-aloonaka AAani alkhamri walmaysiriqul feehima ithmun kabeerun wamanafiAAu linnasiwa-ithmuhuma akbaru min nafAAihima wayas-aloonaka mathayunfiqoona quli alAAafwa kathalika yubayyinu Allahulakumu al-ayati laAAallakum tatafakkaroon,
227,Fee addunya wal-akhiratiwayas-aloonaka AAani alyatama qul islahunlahum khayrun wa-in tukhalitoohum fa-ikhwanukumwallahu yaAAlamu almufsida mina almuslihiwalaw shaa Allahu laaAAnatakum inna AllahaAAazeezun hakeem,
228,Wala tankihoo almushrikatihatta yu/minna walaamatun mu/minatun khayrun minmushrikatin walaw aAAjabatkum wala tunkihooalmushrikeena hatta yu/minoo walaAAabdun mu/minunkhayrun min mushrikin walaw aAAjabakum ola-ika yadAAoonaila annari wallahu yadAAooila aljannati walmaghfirati bi-ithnihiwayubayyinu ayatihi linnasilaAAallahum yatathakkaroon,
229,Wayas-aloonaka AAani almaheediqul huwa athan faAAtaziloo annisaafee almaheedi wala taqraboohunna hattayathurna fa-itha tatahharna fa/toohunna min haythuamarakumu Allahu inna Allaha yuhibbu attawwabeenawayuhibbu almutatahhireen,
230,Nisaokum harthun lakum fa/tooharthakum anna shi/tum waqaddimoo li-anfusikum wattaqooAllaha waAAlamoo annakum mulaqoohuwabashshiri almu/mineen,
231,Wala tajAAaloo Allaha AAurdatanli-aymanikum an tabarroo watattaqoo watuslihoobayna annasi wallahu sameeAAunAAaleem,
232,La yu-akhithukumu Allahubillaghwi fee aymanikum walakin yu-akhithukumbima kasabat quloobukum wallahu ghafoorun haleem,
233,Lillatheena yu/loona min nisa-ihimtarabbusu arbaAAati ashhurin fa-in faoo fa-inna Allahaghafoorun raheem,
234,Wa-in AAazamoo attalaqafa-inna Allaha sameeAAun AAaleem,
235,Walmutallaqatuyatarabbasna bi-anfusihinna thalathata quroo-in walayahillu lahunna an yaktumna ma khalaqa Allahufee arhamihinna in kunna yu/minna billahiwalyawmi al-akhiri wabuAAoolatuhunna ahaqqubiraddihinna fee thalika in aradoo islahanwalahunna mithlu allathee AAalayhinna bilmaAAroofiwalirrijali AAalayhinna darajatun wallahuAAazeezun hakeem,
236,Attalaqu marratanifa-imsakun bimaAAroofin aw tasreehun bi-ihsaninwala yahillu lakum an ta/khuthoo mimmaataytumoohunna shay-an illa an yakhafaalla yuqeema hudooda Allahi fa-inkhiftum alla yuqeema hudooda Allahifala junaha AAalayhima feema iftadatbihi tilka hudoodu Allahi fala taAAtadoohawaman yataAAadda hudooda Allahi faola-ikahumu aththalimoon,
237,Fa-in tallaqaha falatahillu lahu min baAAdu hatta tankihazawjan ghayrahu fa-in tallaqaha fala junahaAAalayhima an yatarajaAAa in thannaan yuqeema hudooda Allahi watilka hudooduAllahi yubayyinuha liqawmin yaAAlamoon,
238,Wa-itha tallaqtumu annisaafabalaghna ajalahunna faamsikoohunna bimaAAroofin aw sarrihoohunnabimaAAroofin wala tumsikoohunna diraranlitaAAtadoo waman yafAAal thalika faqad thalamanafsahu wala tattakhithoo ayati Allahihuzuwan wathkuroo niAAmata Allahi AAalaykumwama anzala AAalaykum mina alkitabi walhikmatiyaAAithukum bihi wattaqoo Allaha waAAlamooanna Allaha bikulli shay-in AAaleem,
239,Wa-itha tallaqtumu annisaafabalaghna ajalahunna fala taAAduloohunna an yankihnaazwajahunna itha taradaw baynahum bilmaAAroofithalika yooAAathu bihi man kanaminkum yu/minu billahi walyawmi al-akhirithalikum azka lakum waatharu wallahuyaAAlamu waantum la taAAlamoon,
240,Walwalidatu yurdiAAnaawladahunna hawlayni kamilayni liman aradaan yutimma arradaAAata waAAala almawloodilahu rizquhunna wakiswatuhunna bilmaAAroofi latukallafu nafsun illa wusAAaha la tudarrawalidatun biwaladiha wala mawloodun lahubiwaladihi waAAala alwarithi mithlu thalikafa-in arada fisalan AAan taradinminhuma watashawurin fala junahaAAalayhima wa-in aradtum an tastardiAAoo awladakumfala junaha AAalaykum itha sallamtum maataytum bilmaAAroofi wattaqoo AllahawaAAlamoo anna Allaha bima taAAmaloona baseer,
241,Wallatheena yutawaffawnaminkum wayatharoona azwajan yatarabbasnabi-anfusihinna arbaAAata ashhurin waAAashran fa-ithabalaghna ajalahunna fala junaha AAalaykum feemafaAAalna fee anfusihinna bilmaAAroofi wallahubima taAAmaloona khabeer,
242,Wala junaha AAalaykum feemaAAarradtum bihi min khitbati annisa-iaw aknantum fee anfusikum AAalima Allahu annakum satathkuroonahunnawalakin la tuwaAAidoohunna sirran illaan taqooloo qawlan maAAroofan wala taAAzimoo AAuqdata annikahihatta yablugha alkitabu ajalahu waAAlamooanna Allaha yaAAlamu ma fee anfusikum fahtharoohuwaAAlamoo anna Allaha ghafoorun haleem,
243,La junaha AAalaykum in tallaqtumuannisaa ma lam tamassoohunna aw tafridoolahunna fareedatan wamattiAAoohunna AAalaalmoosiAAi qadaruhu waAAala almuqtiri qadaruhu mataAAanbilmaAAroofi haqqan AAala almuhsineen,
244,Wa-in tallaqtumoohunna min qabli antamassoohunna waqad faradtum lahunna fareedatanfanisfu ma faradtum illa an yaAAfoonaaw yaAAfuwa allathee biyadihi AAuqdatu annikahiwaan taAAfoo aqrabu littaqwa wala tansawooalfadla baynakum inna Allaha bimataAAmaloona baseer,
245,Hafithoo AAalaassalawati wassalatialwusta waqoomoo lillahi qaniteen,
246,Fa-in khiftum farijalan aw rukbananfa-itha amintum fathkuroo Allaha kamaAAallamakum ma lam takoonoo taAAlamoon,
247,Wallatheena yutawaffawnaminkum wayatharoona azwajan wasiyyatanli-azwajihim mataAAan ila alhawlighayra ikhrajin fa-in kharajna fala junahaAAalaykum fee ma faAAalna fee anfusihinna min maAAroofinwallahu AAazeezun hakeem,
248,Walilmutallaqati mataAAunbilmaAAroofi haqqan AAala almuttaqeen,
249,Kathalika yubayyinu Allahulakum ayatihi laAAallakum taAAqiloon,
250,Alam tara ila allatheenakharajoo min diyarihim wahum oloofun hatharaalmawti faqala lahumu Allahu mootoo thumma ahyahuminna Allaha lathoo fadlin AAala annasiwalakinna akthara annasi layashkuroon,
251,Waqatiloo fee sabeeli AllahiwaAAlamoo anna Allaha sameeAAun AAaleem,
252,Man tha allathee yuqriduAllaha qardan hasanan fayudaAAifahulahu adAAafan katheeratan wallahuyaqbidu wayabsutu wa-ilayhi turjaAAoon,
253,Alam tara ila almala-i min banee isra-eelamin baAAdi moosa ith qaloo linabiyyin lahumuibAAath lana malikan nuqatil fee sabeeli Allahiqala hal AAasaytum in kutiba AAalaykumu alqitalualla tuqatiloo qaloo wama lanaalla nuqatila fee sabeeli Allahi waqadokhrijna min diyarina waabna-inafalamma kutiba AAalayhimu alqitalu tawallaw illaqaleelan minhum wallahu AAaleemun biththalimeen,
254,Waqala lahum nabiyyuhum inna Allahaqad baAAatha lakum taloota malikan qaloo annayakoonu lahu almulku AAalayna wanahnu ahaqqubilmulki minhu walam yu/ta saAAatan mina almali qalainna Allaha istafahu AAalaykum wazadahubastatan fee alAAilmi waljismi wallahuyu/tee mulkahu man yashao wallahu wasiAAunAAaleem,
255,Waqala lahum nabiyyuhum inna ayatamulkihi an ya/tiyakumu attabootu feehi sakeenatunmin rabbikum wabaqiyyatun mimma taraka alu moosawaalu haroona tahmiluhu almala-ikatuinna fee thalika laayatan lakum in kuntum mu/mineen,
256,Falamma fasala talootubiljunoodi qala inna Allaha mubtaleekumbinaharin faman shariba minhu falaysa minnee waman lam yatAAamhufa-innahu minnee illa mani ightarafa ghurfatan biyadihifashariboo minhu illa qaleelan minhum falamma jawazahuhuwa wallatheena amanoo maAAahu qaloola taqata lana alyawma bijalootawajunoodihi qala allatheena yathunnoonaannahum mulaqoo Allahi kam min fi-atin qaleelatinghalabat fi-atan katheeratan bi-ithni Allahi wallahumaAAa assabireen,
257,Walamma barazoo lijalootawajunoodihi qaloo rabbana afrigh AAalayna sabranwathabbit aqdamana wansurnaAAala alqawmi alkafireen,
258,Fahazamoohum bi-ithni Allahiwaqatala dawoodu jaloota waatahu Allahualmulka walhikmata waAAallamahu mimma yashaowalawla dafAAu Allahi annasa baAAdahumbibaAAdin lafasadati al-ardu walakinna Allahathoo fadlin AAala alAAalameen,
259,Tilka ayatu Allahinatlooha AAalayka bilhaqqi wa-innaka laminaalmursaleen,
260,Tilka arrusulu faddalnabaAAdahum AAala baAAdin minhum man kallamaAllahu warafaAAa baAAdahum darajatin waataynaAAeesa ibna maryama albayyinati waayyadnahubiroohi alqudusi walaw shaa Allahu maiqtatala allatheena min baAAdihim min baAAdi ma jaat-humualbayyinatu walakini ikhtalafoo faminhum man amanawaminhum man kafara walaw shaa Allahu maiqtataloo walakinna Allaha yafAAalu mayureed,
261,Ya ayyuha allatheena amanooanfiqoo mimma razaqnakum min qabli an ya/tiyayawmun la bayAAun feehi wala khullatun walashafaAAatun walkafiroona humu aththalimoon,
262,Allahu la ilaha illahuwa alhayyu alqayyoomu la ta/khuthuhusinatun wala nawmun lahu ma fee assamawatiwama fee al-ardi man tha allatheeyashfaAAu AAindahu illa bi-ithnihi yaAAlamu mabayna aydeehim wama khalfahum wala yuheetoonabishay-in min AAilmihi illa bima shaawasiAAa kursiyyuhu assamawati wal-ardawala yaooduhu hifthuhumawahuwa alAAaliyyu alAAatheem,
263,La ikraha fee addeeniqad tabayyana arrushdu mina alghayyi faman yakfur bittaghootiwayu/min billahi faqadi istamsaka bilAAurwatialwuthqa la infisama laha wallahusameeAAun AAaleem,
264,Allahu waliyyu allatheena amanooyukhrijuhum mina aththulumati ilaannoori wallatheena kafaroo awliyaohumuattaghootu yukhrijoonahum mina annoori ilaaththulumati ola-ika as-habuannari hum feeha khalidoon,
265,Alam tara ila allathee hajjaibraheema fee rabbihi an atahu Allahualmulka ith qala ibraheemu rabbiya allatheeyuhyee wayumeetu qala ana ohyeewaomeetu qala ibraheemu fa-inna Allahaya/tee bishshamsi mina almashriqi fa/ti biha minaalmaghribi fabuhita allathee kafara wallahula yahdee alqawma aththalimeen,
266,Aw kallathee marra AAalaqaryatin wahiya khawiyatun AAala AAurooshihaqala anna yuhyee hathihi AllahubaAAda mawtiha faamatahu Allahu mi-ata AAaminthumma baAAathahu qala kam labithta qala labithtuyawman aw baAAda yawmin qala bal labithta mi-ata AAaminfanthur ila taAAamikawasharabika lam yatasannah wanthurila himarika walinajAAalaka ayatan linnasiwanthur ila alAAithamikayfa nunshizuha thumma naksooha lahmanfalamma tabayyana lahu qala aAAlamu anna AllahaAAala kulli shay-in qadeer,
267,Wa-ith qala ibraheemurabbi arinee kayfa tuhyee almawta qala awalam tu/min qala bala walakin liyatma-innaqalbee qala fakhuth arbaAAatan mina attayrifasurhunna ilayka thumma ijAAal AAala kulli jabalinminhunna juz-an thumma odAAuhunna ya/teenaka saAAyan waAAlamanna Allaha AAazeezun hakeem,
268,Mathalu allatheena yunfiqoona amwalahumfee sabeeli Allahi kamathali habbatin anbatatsabAAa sanabila fee kulli sunbulatin mi-atu habbatinwallahu yudaAAifu liman yashao wallahuwasiAAun AAaleem,
269,Allatheena yunfiqoona amwalahumfee sabeeli Allahi thumma la yutbiAAoona maanfaqoo mannan wala athan lahum ajruhum AAindarabbihim wala khawfun AAalayhim wala hum yahzanoon,
270,Qawlun maAAroofun wamaghfiratun khayrun minsadaqatin yatbaAAuha athan wallahughaniyyun haleem,
271,Ya ayyuha allatheena amanoola tubtiloo sadaqatikum bilmanniwal-atha kallathee yunfiqu malahuri-aa annasi wala yu/minu billahiwalyawmi al-akhiri famathaluhu kamathali safwaninAAalayhi turabun faasabahu wabilunfatarakahu saldan la yaqdiroona AAalashay-in mimma kasaboo wallahu layahdee alqawma alkafireen,
272,Wamathalu allatheena yunfiqoona amwalahumuibtighaa mardati Allahi watathbeetan minanfusihim kamathali jannatin birabwatin asabaha wabilunfaatat okulaha diAAfayni fa-in lam yusibhawabilun fatallun wallahu bimataAAmaloona baseer,
273,Ayawaddu ahadukum an takoona lahujannatun min nakheelin waaAAnabin tajree min tahtihaal-anharu lahu feeha min kulli aththamaratiwaasabahu alkibaru walahu thurriyyatun duAAafaofaasabaha iAAsarun feehi narun fahtaraqatkathalika yubayyinu Allahu lakumu al-ayatilaAAallakum tatafakkaroon,
274,Ya ayyuha allatheena amanooanfiqoo min tayyibati ma kasabtum wamimmaakhrajna lakum mina al-ardi wala tayammamooalkhabeetha minhu tunfiqoona walastum bi-akhitheehiilla an tughmidoo feehi waAAlamoo anna Allahaghaniyyun hameed,
